index,Title,Opinion,Place,Gender,Age,Country,Date,Label
313,"""Famoso""","""Un lugar muy famoso y que bien puedes visitar ya que la ubicación es céntrica y cerca de todos los otros lugares. Sin embargo no lo pondría en mis prioridades. Hay ocasiones en ls que se encuentra sumamente saturado de visitantes. Guanajuato es mágico, si ya estás ahí... por que no aprovechar y seguir con esa interesante tradición.""",Callejón del Beso,Male,23,México,23/11/2016,3
314,"""No muy recomendable para niños pequeños""","""No es la primera vez que lo visito, pero cada vez que voy tiene algo diferente. Esta vez la experiencia no fue muy agradable, ha pesar de que lo han modernizado. El ambiente es muy obscuro, hace falta luz, y se siente mucha humedad lo cual no hace muy agradable el recorrido. Esta vez se me figuró más una casa de los espantos que un museo.""",Museo de las Momias,Female,-1,México,29/09/2015,3
315,"""Pasas por que pasas""","""Punto imperdible de cualquier recorrido con las estudiantinas que salen del centro. Muy romántico ó muy cursi, dependiendo de cada quien.""",Callejón del Beso,Male,19,México,16/08/2015,3
316,"""¡Bueno…!""","""No era lo que yo esperaba estaba muy lleno fuimos en la noche no pudimos admirar pero estaba maltratado y es más comercial que histórico.""",Callejón del Beso,Female,40,Estados Unidos,19/03/2018,3
317,"""Foto oficial""","""Visita obligada al estar en Guanajuato, además de que ahí sería la foto oficial de nuestro viajé... algo socio, mucha gente y vendedores ambulantes... De cualquier modo disfrutamos la visita y la maravillosa vista de la ciudad desde el mirador... El monumento es impresionante.... Con una altura maravillosa.... No hay mucho lugar para estacionarse.""",Monumento Pípila,Male,44,México,21/05/2014,3
318,"""Imagen con casi 100 años""","""La imagen de la Vírgen tiene casí los 100 años, fue regalada a la ciudad por el Rey Felipe II, por la riqueza que tenía la ciudad.""",Basilica Colegiata,Female,24,México,12/07/2012,3
319,"""La cercanía de las diferencias""","""El Callejón del Beso es un highpoint de Guanajuato: entre las estrechas callejuelas adoquinadas se encuentra este en particular, tan estrecho que los balcones de dos casas enfrentadas quedan a centímetros de distancia. Distancia inversamente proporcional a las clases sociales de los protagonistas de la leyenda: una rica y un pobre. El lugar es pintoresco y colorido, sólo que hay que aguantar a la multitud de parejitas y parejotas que ""esperan lugar"" para sacarse la foto del beso.""",Callejón del Beso,Male,37,Argentina,02/09/2014,3
320,"""Filas y más filas""","""Un lugar emblemático para visitar, sin embargo siempre esta lleno y tienes que hacer largas filas para entrar, para poder ver las momias, además que hace mucho calor, falta ventilación adecuada y que los grupos de entrada sean mas reducidos.""",Museo de las Momias,Female,25,México,11/11/2015,3
321,"""Santa efigenia""","""Visita obligada en guanajuato capital, es visitar la basílica de Guanajuato en donde se encuentra el cuerpo de santa efigenia en uno de los costados dentro de la iglesia, dice la leyenda que la santa se esta levandanto, su cuerpo esta recostado sobre unos almohadones, pero si te fijas bien, su cuerpo no los toca esta como volando, dicen que el dia que la santa se enderece totlamente ese dia es el fin del mundo. leyenda divertida, vale la pena verla.""",Basilica Colegiata,Female,19,México,18/02/2015,3
322,"""Bonito pero…""","""El jardin es precioso, deberia invitar al descanso pero hay demasiado ruido, cada restaurante o café de la zona, permite la presencia de mariachis, estudiantinas y otros grupos musicales, logrando un barullo impresionante, además, faltan depósitos para basura.""",Jardín de la Unión,Male,59,México,10/01/2016,3
323,"""Ni pies ni cabeza""","""Diego Rivera es una garantía para atraer gente, sin embargo el museo me quedo a deber muchísimo. no tiene un orden en su exposición, más de la mitad de las pinturas carecen de ficha técnica, y aunque es interesante conocer el inmueble, visitarlo no es indispensable en un viaje a Guanajuato.""",Casa de Diego Rivera,Female,52,México,30/06/2015,3
324,"""Sobrevaluado..sitio para visita casual""","""Guanajuato sin duda está lleno de historias y leyendas románticas y bohemias y el Callejón no es la excepción..llegas y te encuentras con el rinconcito circundado de las bellas y pintorescas casas guanajuatenses y de inmediato te rodean niños o ancianos que te cuentan la leyenda a cambio de unas monedas. La historia es linda, breve y muy cliché (Romeo y Julieta al mexican style) pero no pierde nada uno al visitar el sitio y tomar su foto de enamorado.""",Callejón del Beso,Female,18,México,14/08/2013,3
325,"""Bello""","""Un edificio hermoso por fuera, es una lástima que siendo mercado lo abran tarde para el público, sin duda si tengo otra vuelta por Guanajuato lo recorreré y probaré lo que venden ahí.""",Mercado Hidalgo,Female,-1,México,10/05/2016,3
326,"""Lugar clásico""","""Es interesante por lo estrecho del callejón y La leyenda. Es una visita rápida de tradición en Guanajuato.""",Callejón del Beso,Male,39,México,24/12/2016,3
327,"""Curioso museo""","""Es una de las 'atracciones'de Guanajuato. Curioso museo con mas de un centenar de cuerpos. Aunque tambien si no vas no te pierdes nada.""",Museo de las Momias,Male,68,México,11/11/2015,3
328,"""Morbo""","""Un lugar interesante y diferente pero con mucho morbo, no considero que sea el mejor atractivo de Guanajuato como lo pintan.""",Museo de las Momias,Male,57,México,07/02/2014,3
329,"""Sin más opinión""","""Bonito monumento. Buena explicación. Museo cierra a las 6 p.m. creo que es temprano. Falta vigilancia de la policía. Buen acceso a través de transporte público.""",Monumento Pípila,Male,49,México,17/11/2015,3
330,"""Para visitar solos o en conjunto""","""El callejón del beso esta dentro de las actividades de las ""callejoneadas"" si se visita con todo un grupo el ""momento"" romántico creo que no se da tan bien pero depende de como imaginen la experiencia. Por favor escriban una nota de amor en vez de pintar la pared del callejón o dañarla.""",Callejón del Beso,Female,29,México,11/01/2015,3
331,"""Bello por fuera""","""Por fuera tiene una arquitectura bastante agradable al ojo, e imponente por su altura, pero por dentro necesita mantenimiento como casi todos los mercados municipales que conozco. Bueno para comprar artesanías en la parte superior o para tomar un refrigerio en sus locales de abajo.""",Mercado Hidalgo,Male,32,México,07/02/2012,3
332,"""Bueno""","""La atención en general es buena, me pareció un poco caro, las momias son pocas y estan en vitrinas cuando yo fui no tenían control de clima se me hizo un poco raro ya que deberían de estar en constante atención para preservarlas.""",Museo de las Momias,Female,35,Panamá,26/07/2016,3
333,"""Más desilusionante que interesante""","""No sabía mayor cosa acerca de este 'museo' (si es que realmente puede llamarse así) y la verdad es que después de visitarlo pensé que no había añadido nada especial a mi estancia en Guanajuato; que pude haberlo omitido como si nada. Para comenzar, me sorprendí al enterarme de que ni siquiera son momias en el sentido clásico. O sea, no son cuerpos muy antiguos preservados por el hombre con fines científicos o espirituales específicos. Según se me dijo, son un conjunto de cuerpos relativamente recientes ""deshidratados"" como consecuencia de las condiciones naturales del terreno donde fueron enterrados. Tal vez para ciertos profesionales (químicos, geólogos, historiadores, médicos forenses, etc.) sean algo especial, pero para el público común podrían ser parecidos a algunas curiosidades que se presentan en circos o ferias para estimular la curiosidad morbosa.
 ¡Esto es lo que hubiera querido saber esto antes de visitar este 'museo'!""",Museo de las Momias,Male,68,Costa Rica,18/06/2015,3
334,"""¡Momias!""","""El museo queda un poco alejado (hay que subir mucho) y al menos a mi me tocó esperar porque había mucha gente. La visita es con un guía que va explicando cómo fueron encontradas las momias. Es un buen lugar para ir pero no es lo mejor de Guanajuato.""",Museo de las Momias,Female,35,Argentina,30/12/2015,3
335,"""Para una vista bella de la ciudad""","""Nos aconsejaron no ir caminando, es peligroso por los robos a turistas en el trayecto. Se recomienda en visitas guíadas o vehículos. Además hay ferias para compras.""",Monumento Pípila,Male,37,Argentina,21/11/2015,3
336,"""Nada de que""","""Muy conocido pero la verdad es que no es tan maravilloso o lindo o interesante como se puede pensar.""",Callejón del Beso,Male,28,México,19/04/2013,3
337,"""Arquitectura""","""Para los que les gusta la Arquitectura es una fachada hermosa y con una placa referente a su historia. Ropa dulces y artesanías baratas como tianguis desordenado.""",Mercado Hidalgo,Female,-1,México,20/01/2016,3
338,"""Nada interesante""","""Pequeño museo en el centro de la ciudad que se encuentra en la casa donde nació Diego Rivera, El museo tiene un muy pobre colección del artista. la entrada cuesta $25 que te puedes ahorrar.""",Casa de Diego Rivera,Male,34,México,13/02/2016,3
339,"""Excelente vista""","""Falta mucho aseo, en la noche está muy bien iluminado y cuenta con un tren que te suba y baje sin necesidad de caminar tanto.""",Monumento Pípila,Female,27,México,19/06/2016,3
340,"""Prevenir 15 años de salación""","""Otro de los lugares que se debe visitar en Guanajuato, cerca del centro y fácil de dar con el, su historia muy peculiar, no más de 5 minutos te la cuentan con una cooperación voluntaria a las personas que ahí andan, ya estando entrados 80 pesos una foto instantánea con tu pareja dándose un beso en un escalón marcado de color para evitar dicen '15 años de salacion' en el amor.""",Callejón del Beso,Male,33,México,25/02/2017,3
341,"""Nada del otro mundo""","""Esta un poco lleno de gente que busca ganarse un dinero extra contándote la leyenda del callejón, esta padre saber la leyendas pero se volvían un poco ostigosos tratando de vendernos fotos y unas cosas con dibujos del callejón, asi que sólo los ignoramos y subimos al balcón, tomamos la foto con nuestros celulares y listo, y no pudimos escapar del lugar sin darnos el beso en el 3er escalón, no es por que no esten buenos los paquetes, sino por que no queríamos besarnos enfrente de toda esa gente.""",Callejón del Beso,Male,26,México,03/10/2015,3
342,"""Demasiado calor dentro de la estatua""","""No disfruto ir al Pipila, pero siendo de Guanajuato es una parada obligada cuando tienes visitas, la última vez que subí habían puesto una caja de cristal que da un efecto invernadero insoportable.""",Monumento Pípila,Male,38,México,24/05/2017,3
343,Esta bien para los curiosos,Es un lugar que le falta historia y un poco apagado esta bonito el lugar donde se encuentra mas le falta un poco mas de información para el turista para comprender el por que de la exhibición,Museo de las Momias,Female,-1,México,2019,3
344,"""Tienes que ir""","""Es un lugar bonito, pero no es nada wow. Ahí la cosa es ir a tomarte la foto. Si visitas Guanajuato, es un must en tu recorrido. Ahí hay un señor que cobra 100 pesos por tomarte una foto, que imprime en cuestión de minutos en una hoja especial que cuenta detalles sobre el lugar.""",Callejón del Beso,Male,55,México,28/12/2016,3
345,"""Lugar simbólico""","""Ofrece una buena vista de la ciudad. Monumento obligado en Guanajuato. Normalmente atiborrado de gente.""",Monumento Pípila,Male,50,México,30/07/2016,3
